"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"ST_REELEICAO"
250001100729;"ANA MARIA DAS DORES DE CAMARGO VIANA";"#NULO";"PMB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";52534,12;"NÃO ELEITO";474;279,45;"Recursos de pessoas físicas, Recursos próprios";"N"
250001100728;"RONEI SILVA LIMA";"#NULO";"PMB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";173;125;"Recursos próprios";"N"
250001100724;"MARLECE CAMPOS DOS SANTOS";"#NULO";"PMB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";95056,01;"NÃO ELEITO";133;0;"#NULO";"N"
250000789465;"CICERA MARIA DA CONCEIÇÃO";"#NULO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";NA;"SUPLENTE";165;13373,5;"Recursos de partido político, Recursos de outros candidatos";"N"
250000789514;"DIOGO LUIS DE OLIVEIRA SILVA";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";74;13373,5;"Recursos de outros candidatos, Recursos de partido político";"N"
250000789485;"CELDA PEREIRA GOMES";"#NULO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";NA;"SUPLENTE";168;13373,5;"Recursos de partido político, Recursos de outros candidatos";"N"
250000789463;"IZAMAR NUNES DA SILVA";"#NULO";"PT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";15000;"SUPLENTE";285;13373,5;"Recursos de outros candidatos, Recursos de partido político";"N"
250000789504;"PAULO BATISTA DOS REIS";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"VEREADOR";"APTO";826711,44;"SUPLENTE";23300;436668,6;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000789507;"PASCOALINA SOUZA SILVA";"#NULO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";2242;36703,5;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos de Financiamento Coletivo";"N"
250000789493;"ANDRE CUSTODIO ALVES";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";60000;"SUPLENTE";483;14523,5;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000789512;"EMERSON DE ABREU SANTANA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";NA;"SUPLENTE";1931;19804,85;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político, Recursos de outros candidatos";"N"
250000789472;"ALFREDO ALVES CAVALCANTE";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"VEREADOR";"APTO";1199542,52;"ELEITO POR QP";25159;308312,6;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político, Recursos próprios";"N"
250000789528;"DILTON  ALVES DE MEDEIROS";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";207000;"SUPLENTE";103;6379,95;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos";"N"
250000789480;"GIVANILDO DE JESUS SANTOS";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";1e+05;"SUPLENTE";180;24873,5;"Recursos de partido político, Recursos de outros candidatos";"N"
250000789455;"FRANCISCO GILVAN CANDIDO DE SOUZA";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";188;13373,5;"Recursos de outros candidatos, Recursos de partido político";"N"
250000789454;"GIVANILDO GONÇALVES DOS SANTOS";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";230000;"SUPLENTE";1588;13363,05;"Recursos de partido político, Recursos de outros candidatos";"N"
250000789524;"RICARDO RODRIGUES MARIA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";231000;"SUPLENTE";404;11078,5;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000789479;"ARSELINO ROQUE TATTO";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";664117,96;"ELEITO POR MÉDIA";25021;191455,64;"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político";"N"
250000789458;"LUCILETE BORGES DA SILVA";"#NULO";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";476000;"SUPLENTE";221;18373,5;"Recursos de outros candidatos, Recursos de partido político";"N"
250001129698;"PATRICIA KIYOMI TANI";"#NULO";"DC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";40;6360,33;"Recursos de partido político";"N"
250001129677;"DEYVISON ERIK GASPAR";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";234;3872,1;"Recursos de partido político";"N"
250001265965;"LUIZ ALBERTO PEREIRA DA SILVA";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;"NÃO ELEITO";88;3872,1;"Recursos de partido político";"N"
250001129672;"JOAQUIM SOLON DO NASCIMENTO FILHO";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";15;3592,1;"Recursos de partido político";"N"
250001129673;"JORGE ROBSON PEREIRA TAVARES";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"AGENTE DE VIAGEM";"APTO";NA;"NÃO ELEITO";172;3872,1;"Recursos de partido político";"N"
250001129674;"ALBERTO SCHWITZER SHIE";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"AMARELA";"ADVOGADO";"APTO";NA;"NÃO ELEITO";173;4522,1;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001088417;"WILLIAM SOUZA SANTANA";"#NULO";"MDB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";22941,55;"SUPLENTE";127;0;"#NULO";"N"
250001088444;"RICARDO JOSE CAMPOI DIAS";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";870464,33;"SUPLENTE";534;5000;"Recursos de pessoas físicas";"N"
250001088407;"CLAUDIO JOSE GOULART";"#NULO";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";12763;"SUPLENTE";1163;1165;"Recursos próprios";"N"
250001088393;"MARCELO BENE DE LIMA SILVA";"#NULO";"MDB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";326032,35;"SUPLENTE";922;5800;"Recursos de pessoas físicas, Recursos próprios";"N"
250001088411;"ALINE NASCIMENTO BARROZO TORRES";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"RELAÇÕES-PÚBLICAS";"APTO";NA;"SUPLENTE";4200;110050;"Recursos de partido político, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de Financiamento Coletivo";"N"
250001088392;"AMELIA ROSA DO NASCIMENTO";"#NULO";"MDB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"DONA DE CASA";"APTO";110000;"SUPLENTE";101;10000;"Recursos de partido político";"N"
250000651039;"JAQUELINE DOMINGOS SAVIO MARTINS DO NASCIMENTO";"#NULO";"DEM";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";0;"SUPLENTE";523;159494,13;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000651023;"ANDREA CRISTINA RIBEIRO DOS SANTOS";"#NULO";"DEM";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";400051,27;"SUPLENTE";156;107253,13;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000651032;"ELAINE PERES CAPARROZ";"#NULO";"DEM";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";952992,19;"SUPLENTE";620;214319,13;"Recursos próprios, Recursos de partido político";"N"
250000651040;"DOUGLAS BUSCARATTO GONÇALVES DA SILVA";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";466277,48;"SUPLENTE";3334;143174,28;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000651067;"PAULO CAHIM";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";862000;"SUPLENTE";2502;122635,88;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000881981;"ADRIANO DA COSTA E SILVA";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MEMBRO DAS FORÇAS ARMADAS";"APTO";38586;"SUPLENTE";5060;277990;"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";"N"
250000881924;"MARIA DAS GRAÇAS FERREIRA DE MACÊDO";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";275000;"SUPLENTE";101;8000;"Recursos de partido político";"N"
250000881970;"KELLY SANTOS MÜLLER";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS";"APTO";588000;"SUPLENTE";464;35000;"Recursos de partido político";"N"
250000881975;"MARLI DA PENHA VIGNOLI LAMARCA";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"ADVOGADO";"APTO";55000;"SUPLENTE";276;0;"#NULO";"N"
250000881935;"JADIR DA SILVA PORTO";"#NULO";"PTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";18000;"SUPLENTE";355;NA;NA;"N"
250000881910;"VANESSA CEZAR ARCELINO";"#NULO";"PTB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";80000;"SUPLENTE";219;8000;"Recursos de partido político";"N"
250000881930;"MARIA SILVANIA PINHEIRO BAPTISTA";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;"SUPLENTE";88;6225;"Recursos de partido político";"N"
250000881928;"JEFERSON NOVAES DA COSTA";"#NULO";"PTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";NA;"SUPLENTE";722;NA;NA;"N"
250000881901;"ANTONIO NEUDO FERREIRA";"#NULO";"PTB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";863022,55;"SUPLENTE";4221;30000;"Recursos de partido político";"N"
250000881942;"CELIO CIPRIANO FILHO";"#NULO";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"CANTOR E COMPOSITOR";"APTO";48500;"SUPLENTE";919;20000;"Recursos de partido político";"N"
250000881937;"MARCIA BUENO DA SILVA";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"PARDA";"EMPRESÁRIO";"APTO";247814,08;"SUPLENTE";131;8000;"Recursos de partido político";"N"
250000881973;"ALFREDO SANTOS LOEBELING";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";29000;"SUPLENTE";575;11900;"Recursos de pessoas físicas, Recursos próprios";"N"
250000881925;"REINALDO PIRES DE MORAES";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";NA;"SUPLENTE";174;0;"#NULO";"N"
250000881939;"ALEXANDRE DOS SANTOS PEREIRA";"#NULO";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";212;5500;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000881978;"MARCOS ROGERIO MANTEIGA";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";2349000;"SUPLENTE";1435;8780;"Recursos próprios, Recursos de pessoas físicas";"N"
250000881945;"EINSTEIN JESUS TEIXEIRA DA COSTA";"#NULO";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";312;800;"Recursos de pessoas físicas";"N"
250000881916;"ANGELICA CRISTINA FASSINA HADI";"#NULO";"PTB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";850000;"SUPLENTE";123;26979;"Recursos de partido político";"N"
250001054373;"JOSÉ LUIS OLIVEIRA";"#NULO";"PMN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COBRADOR DE TRANSPORTE COLETIVO";"APTO";NA;"NÃO ELEITO";592;2010,45;"Recursos próprios, Recursos de partido político";"N"
250001054399;"JULIANA MOLLER DE BRITO";"#NULO";"PMN";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;"NÃO ELEITO";65;2000;"Recursos de partido político";"N"
250001054413;"JOSE PIMENTA ALVES PEQUENO JUNIOR";"#NULO";"PMN";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"NÃO ELEITO";268;2880;"Recursos próprios, Recursos de partido político";"N"
250001054372;"CLEBER DAMASCENA BENJAMIM CUNHA";"#NULO";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";NA;"NÃO ELEITO";238;0;"#NULO";"N"
250001180997;"DANIEL SANTANA DE JESUS";"#NULO";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";4;1000;"Recursos de partido político";"N"
250000754058;"ANGELA ROSEMEIRE DE MATOS TELES";"#NULO";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";NA;"SUPLENTE";174;3378;"Recursos de outros candidatos, Recursos próprios";"N"
250000753988;"NÉLIO ROSA DA SILVA";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";476283,6;"SUPLENTE";819;12000;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000754021;"DOUGLAS MELO DE SOUSA";"#NULO";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";302600;"SUPLENTE";1197;27355,23;"Recursos de partido político, Recursos de outros candidatos, Recursos próprios, Recursos de origens não identificadas, Recursos de pessoas físicas";"N"
250000754045;"RINALDI CESAR DIGILIO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";2421123,96;"ELEITO POR QP";13673;171939;"Recursos de outros candidatos, Recursos próprios";"N"
250000754048;"ALEXANDRE MARIANO GENTIL";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";2320313,12;"SUPLENTE";8480;126483,84;"Recursos próprios, Recursos de outros candidatos";"N"
250000754030;"PAULO ROBERTO CONCEIÇÃO";"#NULO";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";39016,25;"SUPLENTE";1527;400;"Recursos de pessoas físicas";"N"
250000754013;"ELIAS ASSIS NETO";"#NULO";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"DIRETOR DE EMPRESAS";"APTO";35500;"SUPLENTE";6230;20440;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000688241;"NAOMY SCHÖLLING";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";1754066,44;"SUPLENTE";2352;44746,74;"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000688246;"JANAINA CARLA DE LIMA";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";26184,63;"ELEITO POR QP";30931;964237,48;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000688232;"JOÃO MARCELLO ORTEGA DE ARAUJO";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";543288;"SUPLENTE";2563;16208,91;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios, Recursos de Financiamento Coletivo";"N"
250000688222;"DAVID ZYLBERGELD NETO";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";2368866,53;"SUPLENTE";1656;11076,24;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000919191;"JARKSON PEREIRA DOS SANTOS";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";1878;53264,11;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000919232;"ISABEL CRISTINA DA SILVA MARCELINO VIEIRA";"#NULO";"PSDB";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"SUPLENTE";2303;130217,07;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000919174;"MARIA DE JESUS LOPES MARTINS SILVA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";347661,59;"SUPLENTE";378;0;"#NULO";"N"
250000919224;"IZABEL OLIVEIRA DE JESUS";"#NULO";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ENFERMEIRO";"APTO";39000;"SUPLENTE";158;7317,07;"Recursos de partido político";"N"
250000919245;"CHUKS ILOEGBUNAM";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"APTO";68802,64;"SUPLENTE";200;7417,07;"Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000919248;"ROGÉRIO DE JESUS";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";NA;"SUPLENTE";288;7317,07;"Recursos de partido político";"N"
250000919204;"JOSÉ REGINALDO NAZELO DE ALVARENGA TRIPOLI";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";19607,24;"ELEITO POR QP";30495;656567,07;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000919180;"JOSENALDO GUSTAVO DE PONTES";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";255;7317,07;"Recursos de partido político";"N"
250000919229;"MONICA FORNI CACCIA GOUVEIA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";69900;"SUPLENTE";556;7317,07;"Recursos de partido político";"N"
250000919227;"ROSEMARA LEANDRO DA SILVA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"PRETA";"ENFERMEIRO";"APTO";1668,66;"SUPLENTE";1303;7317,07;"Recursos de partido político";"N"
250000919246;"LEANDRO MORAIS DA CONCEIÇÃO";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";176;7317,07;"Recursos de partido político";"N"
250000919178;"JOÃO BATISTA SILVA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";98;7631,07;"Recursos próprios, Recursos de partido político";"N"
250000919236;"RICARDO WAGNER CAPUCHINHO FILHO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";276402;"SUPLENTE";425;7517,07;"Recursos de partido político, Recursos próprios";"N"
250000919211;"CARLOS ALBERTO DE QUADROS BEZERRA JUNIOR";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";1147544,92;"ELEITO POR QP";34144;193117,07;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250000919242;"ADELSON ROSENBERG COELHO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";5673743,21;"SUPLENTE";1491;10317,07;"Recursos de partido político, Recursos próprios";"N"
250001154715;"ANDRE RICARDO DE SOUZA";"#NULO";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"MOTORISTA PARTICULAR";"APTO";NA;"NÃO ELEITO";605;8954,2;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos";"N"
250001154705;"GILBERTO DANIEL";"#NULO";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"PUBLICITÁRIO";"APTO";20000;"NÃO ELEITO";1;4000;"Recursos de partido político, Recursos próprios";"N"
250001154725;"SILVIA MARIA CARNEIRO DE CAMPOS";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ARQUITETO";"APTO";NA;"NÃO ELEITO";667;21233;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos de Financiamento Coletivo";"N"
250001154723;"ZYSMAN NEIMAN";"#NULO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";1091877,13;"NÃO ELEITO";686;20812;"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250001123276;"DALMO ALVES DE SOUZA VIANA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";126845,42;"SUPLENTE";1913;91780;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250001123205;"MASATAKA OTA";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"AMARELA";"VEREADOR";"APTO";1104410,69;"SUPLENTE";9427;113000;"Recursos de partido político, Recursos de pessoas físicas";"S"
250001123234;"JULIA GOMES PEREIRA BARBUIO";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ASSISTENTE SOCIAL";"APTO";304000,1;"SUPLENTE";326;26516,94;"Recursos de partido político";"N"
250001123229;"DOUGLAS RENE WITZEL";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;"SUPLENTE";768;17900;"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001123217;"NAZARÉ BATISTA BRAGA";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"DONA DE CASA";"APTO";228654,83;"SUPLENTE";1048;40000;"Recursos de partido político, Recursos próprios";"N"
250001123254;"GERALDO RIBEIRO GUIMARÃES NETO";"#NULO";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";574000;"SUPLENTE";1809;15000;"Recursos de partido político";"N"
250001123225;"SAMUEL EMILIO SANTOS DE MELO";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";28419,54;"SUPLENTE";4090;355006;"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
